tier,division,summonerName
BRONZE,I,jPbAW2KXiyzQXLEUafokAx_QMJIu3PUxLZSc66sJF4KMZ-pqs7AulATZi4Q0vWtEo1iisyiSbKKjlg
BRONZE,I,exb_NEELiJC9Ja3Gvodfi1zCvhA_5S0cGTUyvb2haWXUsqo94u0vAZPOC9zVORqWnYGjABgpK9uC3w
BRONZE,I,M6eEUl4va3LYCkcY7tOOdWPuRRZBqE-IwUoT1Q5csRxOXQl2PcNGrQ8-ZyG3reGzr_ew7Akfh4GjtQ
BRONZE,I,tYAd8hOhBkjIEqvR9CXqfjhfn6HeYvTAAv_ySTjchFJahRfws7QyvZjNMVWnv6fbhhJjlYgLVcTNqw
BRONZE,I,rYwrVMrp0Y7OcbCgQVTtg5AKuRopi_2BCljMh1pevhT8QbWRBRcnEL57LiyCA_PrFr7sd7u-XoiTng
BRONZE,I,B9obdF-toDkBgtf0yZOo0SiebKxtJA-r5i1nyBw3NwD8eNEozR02ARdoR8Sp3Br01DLBjvtGWIbR9Q
BRONZE,I,hbdBsmFHjrv852jpUeRY4Y4dzVq0BVeIK2xArHPoKKxgPBDRPBFpEsG4ducdwJs09JRCO2v0MhJS2g
BRONZE,I,TfVEAhgaAJRzM2DOA8Jw8UCje8Ht5uXNR0v7oBXCjmIzxVCKDSPcn0OhcynZTkooAAZsrwx-asaeSA
BRONZE,I,HgdUkkihl5Y7u1oIMaH3DqDpDaX-ZSZ9hOvwTyJ5TnQzjL1ARJmHt2juh7O6zSC8b0FlrTZqDzM80g
BRONZE,I,XCZx8gGx066P6Ut1QUYvCTb2im5YMqu2LBc2P23rY2T9UK1XVDdBOrsproKGDqXTV8e_5M68rd4xuw
BRONZE,I,ldFs7anaFkaj8sxVA0SSI7Qvg4_wMuM7eeQntMn95fDEGDLi58TTRBLPyQ_BQr-AMi6hPKjVX4XyIw
BRONZE,I,wt_0xRMvgOMGCTvskANCw8hdSc0sK77pexbafeZ0QO4Q46zn-kgs4-Amdwon9dllXFo7kr9jyhesmw
BRONZE,I,Xz3MCxm-tnEqJxi6jee6euNfnUeegKH0592xFPqk6jwxapLLZyYyFHHhGD5iBBN7VFk8B3GM8Qy4lw
BRONZE,I,JMUmyZiYYwT2VVfi3WsKtnM-LbVZP9hY7XLIeYpSDaRwgXi2IOgZPbNSG7LeNzZ4-J3IvSMUCPwipQ
BRONZE,I,YjVrGrrzSitj2RofBysf24w35Os_QRqN2cQH21AsGtIX81_KijFzEAyELtdoAqkuQrlzKfoRjRIBfQ
BRONZE,I,8LS6Fom4t1_kUSSPFNvLqW9Hay-I45OGT5YzB7JcnnygOY1OhhnZp7zsAN4aay8u7XAeAehG1IygLw
BRONZE,I,pCRtfp127h0t4Wl6uTNXiejfEQMcLLxWvkKhA2r1Y7uaz1CHs6nfEKatswy-wy7ci_pU6YhA4mRasQ
BRONZE,I,yGarpe5ZY7gWx0LtVYcHSUex_lWvsrEr0v6bIsX2osaZgAr8STGDMlEzBraPda-fA_-fQp6VUm9JKg
BRONZE,I,8clC4X7aipDKcPhg7vWVLf00Qz6kaoaHg0yIBaGQxk0kD-k9wGXXp1wvhAjvGkqvS11X9I8evhw5Xw
BRONZE,I,F5LAND4ZMPNBYcae0TACMpDsceOeBkEZpN0OzAST23pgDAdAOFp7duznwE2EUiPc5V7LWzDrY22PUw
BRONZE,I,hVe_oEz2oYDkMwIKnSi1Qr2kYYfVKVeE8_6WDNTY4pu9WXGiUDVu1THjMlOw05jViARblyyFnBtOhg
BRONZE,I,Bsx-qEFzFhVeuPOV3nPP391MQ3Crk7eIECIoayCxCHWZM-iU2g1mHOpuz1OylFhVZViDWqEh8ILriw
BRONZE,I,0qfKh8RtWRJRcLBKSnFyjavQkcla2Jxp7Nd-kmysmKGeI4YXTAEgPnDKssSUyjXWBJhvNLq5I2G-Iw
BRONZE,I,BUoKiFbaq10f5JSshXZFjIckpHpx6RkwV9r4j3FGaNTeLeqXPtt0gTlykDeccAUbXtGRbHOgQZyG3A
BRONZE,I,_b83Wm57icBoYvHLcSjwoIpiLzxoKfyn20oUazMIL9DKWAkcXeVdyeb7CT4hsu2oeAG3v7B2jj91Qw
BRONZE,I,jnJYeFk8jruYhxGLuu5RiUyC-XZQctm8rWAEhRCSDNHfO0nAZb1q6e8_KKR71qMcVYJsiF9Y9KQXbQ
BRONZE,I,-ircdDLfuA4bNXXb74jsMByOsS9xd9GlzmcBouH_d03IA27BQ2_ILifrL6V7PBq7aZpgSjQwiCGLpg
BRONZE,I,Lw2-hHoFSOPs2KTJ8C-dsJqpbfJiXfC9IxlD0xZcTFY6WVDb26bJDtCbeSRGIhWZGL4uh20w89EqaA
BRONZE,I,-BgoR2wG8Y6KwWf8OmiLo7AAOrk4nUuPdLrC9lQ5fFlw2G_hg_Y8tX3eRsu4y_Nd8awY48_lM4zcuw
BRONZE,I,BcvqKuNKU3DALYhn8Ao9C-o1vkO0QF4tp13pynM7Eyyi96Tipndynkk1n8RqkPbaeIa60LVmeNaKJQ
BRONZE,I,1vckT_S8RR4qqVQ8CPu59ovbA5W0oC9Ib3miNeNaSEsGcVtOhXNLhpKcHGMD_xKVTcVLbMDBbz6Iow
BRONZE,I,Mb7Ra3O0png2w0o67pKq_4CPYIvqzZoaIqR3qaHrbrHsbMJQKkp6POK1oIwkL7iyn9pTb_PpYgGCMQ
BRONZE,I,UX2W8ErxfsHagt7E_C0P6bd1ScBgQyqaFAhBdvALT0eN-Hyn2kGREyCeOx4b83zDKdudguVW7ox9BA
BRONZE,I,cBLXchjvk1ntPIiJEngUXCY-yHbKApdVF2sMXHWX7EHQxfYPHVEV7vD8Hzj37w_E98CtMktMwCt3DQ
BRONZE,I,UCuVbkuMX1SskTScMf6uWYJSSNthODn9J10Cp8DIPph0gZ_z73RXL-KGVGexmEMw65i9ZhCG1o7cnw
BRONZE,I,4qOWT1YO5HTfAgnNAZevbWuMDCCpfqetJ2NfkrH7bzdtyt2opknCvTWC9h30hh1nQ-R_LlVPVGPwRQ
BRONZE,I,toymAsSt-AwDIc8TCTb398Ot8h4q8W7kzixo9vGpJEg8FP_2qQBhD3eyCjC7YWoOxN2DWWfxnVE5rQ
BRONZE,I,ssr5Tbd72rVQhZN5zcBvn0JyQOTeggSkaCPcUZLbdALL2mxPXDrtfLiMTKAzRZ-4ktF_HyXJ4k6kaw
BRONZE,I,mPb00lrzUI5sqlyoWvYjdIbF77zalzI2wgO-MQOJzMYPEQxvddYmOo1tWGZCtisVwj-XmY5ycbGZ1w
BRONZE,I,pF0TweuDB8hrwnhzlgmSkjefoaXkH4OWfxi34FLwq0MLXdde0lRPU778ew6a86FR7l4K1K-QTFMu-w
BRONZE,I,PsCYnmmh4evyvCAn6OAwE0AKDDFKiRErNSU0nCm_4-aLNxDhGyFcxt3hC7WUS7uuMHdo1gG3ErCHlA
BRONZE,I,YO2GGnA5xKFlBR9w8InDyWZnllTSD5tf5qK24EPXFJnrNSuvBIxDhYC7Ng410VjPHuHnB8-O1Ck97A
BRONZE,I,jWJOdrx6LC_dNwThErQWJ0XtbbDKSbi6AlLDBH3sPIcZv9mfQLGNk8erttN0lpi4yPxPeFLB9XVnMg
